Region,BEIS School ID,School.Name,Division,Legislative.District,Province,City or Municipality,Barangay,Latitude,Longitude, Kinder , Grade 1 , Grade 2 , Grade 3 , Grade 4 , Grade 5 , Grade 6 , Grade 7 , Grade 8 , Grade 9 , Grade 10 , Grade 11 , Grade 12 , Total Seats 
Region III,407702,CCM Educational Learning Center,Pampanga,San Luis,Pampanga,San Luis,San Nicolas,14.57929,121.06494,9, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,9
Region IV-A (CALABARZON),403105,Saint Matthew College,Rizal,3RD DISTRICT,RIZAL,SAN MATEO,AMPID II,14.6874,121.1173, -   ,95,113,109,95,92,124,87,100,97,76,218,249,1455
Region VII,447044,San Roque College de Cebu - Cordova,Cebu,6th District,Province of Cebu,Municipality of Cordova,Barangay Gabi,10.26453,123.9618,80,38,66,57,49,47,47,52,45,45,34,19,16,595
Region IX,404954,Southern City Colleges,Zamboanga City,District 2,Province of Zamboanga Del Sur,City of Zamboanga ,Barangay Zone IV,6.90474,122.08019, -   , -   , -   , -   , -   , -   , -   ,60,60,60,60,180,180,600
Region VII,447104,"Isler Superior High,Inc.",Cebu,3RD DISTRICT,Province of Cebu,Municipality of Asturias,Barangay Poblacion,10.56173,123.71439, -   , -   , -   , -   , -   , -   , -   ,40,40,40,40,40,40,240
Region XI,466126,Faith International Academy,Davao City,District 1,Province of Davao del Sur,City of Davao,Barangay 9-A,7.08068,125.59954,6,4,4,4,4,14,4,8,11,12,7,13,12,103
Region VII,411360,"ECT EXCELLENCIA GLOBAL ACADEMY FOUNDATION, INC.","City of Naga, Cebu",1st,Province of Cebu,City of Naga,Barangay Inayagan,10.2348,123.77432, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,240,240,480
Region XI,466502,Accel Kids Learning School Incorporated,Digos City,LONE DISTRICT,DAVAO DEL SUR,DIGOS CITY,APLAYA,6.748892,125.365265,67, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,67
Region IV-B (MIMAROPA),403515,Adventist Mission Academy of Romblon Inc.,Romblon,Lone,Romblon,Odiongan,Dapawan,12.40158,121.99066, -   , -   , -   , -   , -   , -   , -   ,35,32,32,23,22,18,162
Region XI,411425,"Little Einsteins Central Academy of South Davao, Inc.",Digos City,Lone District,Davao del Sur,Digos City,Barangay Zone 3,6.74979,125.34876,36,36,36,36, -   , -   , -   , -   , -   , -   , -   , -   , -   ,144
Region XI,466094,"Philippine Nikkei Jin Kai School of Calinan, Inc.",Davao City, district 3,PROVINCE OF DAVAO DEL SUR,CITY OF DAVAO,Barangay Calinan,7.18831,125.56069,24,17,35,27,28,30,28,31,33,33,40,38,39,403
Region XI,405487,Southpoint School Inc.,Davao City,DISTRICT 1,PROVINCE OF DAVAO DEL SUR,CITY OF DAVAO,BARANGAY MAA,7.084314191,125.5878255,17,19,26,12,18,25,25,23,25,17,19,16,2,244
Region VII,409685,Richmindale Philippine School Inc.,Cebu,5th District,Province of Cebu,Municipality of Compostela,Barangay Poblacion,10.445504,124.009803,15,15,15,15,15,15,15,15,15,15,15,15,15,195
Region VII,446555,Ancillae Trinitatis Learning Center,Bohol,Cortes District,Province of Bohol,Municipality of Cortes,Salvador Cortes Bohol,9.7175,123.87698,20,20,20,20,15,20,20, -   , -   , -   , -   , -   , -   ,135
Region IV-A (CALABARZON),402850,Gingergrace Academe,Rizal,Angono,rizal,Angono,san vicente,14.52588,121.14834,44,60,90,60,60,60,60,60,60,60,60,60,60,794
Region V,403785,Southern Masbate Roosevelt College,Masbate,3rd District,Masbate,Placer,Katipunan,14.57929,121.06494, -   , -   , -   , -   , -   , -   , -   ,135,135,135,135,96,130,766
Region III,400753,Stella Maris Academy of Malolos,Malolos City,District 9,Province of Bulacan,City of Malolos,Barangay Bulihan,14.57929,121.06494,36,18,20,34,31,30,31,36,28,29,38, -   , -   ,331
Region IV-B (MIMAROPA),403536,Palawan Hope Christian School,Puerto Princesa City,Third District ,Palawan ,City of Puerto Princesa ,Barangay Milagrosa ,9.735409,118.750459,25,25,25,30,40,40,40,45,45,45,45,50,50,505
Region IV-A (CALABARZON),428563,"San Sebastian College Recoletos, Inc.",Calamba City,Lone District,Province of Laguna,City of Calamba,Barangay Canlubang,14.2060217,121.1556496,25,30,30,30,30,30,30,30,30,30,30,30,30,385
Region IV-A (CALABARZON),402545,LUISIANA ADVENTIST ELEM.SCHOOL,Laguna,Luisiana,Province of Laguna,Municipality of Luisiana,Barangay Zone V,1418554,121.5134,13,15,20,19,16,20,14, -   , -   , -   , -   , -   , -   ,117
Region IX,404935,Good Shepherd Mission School,Zamboanga City,District 1 ,Province of ZAMBOANGA del Sur,City of ZAMBOANGA ,Barangay of Calarian ,6.92552,122.02468,60,40,40,40,35,35,35,60,60,60,50, -   , -   ,515
Region V,403629,Capalonga Institute Inc.,Camarines Norte,Capalonga,Province of Camarines Norte,Municipality of Capalonga,Barangay Poblacion,14.331677,122.49447, -   , -   , -   , -   , -   , -   , -   ,100,74,75,80,69,75,473
Region IX,405497,"Zoom Technical-Vocational Training and Assessment Center, Inc.",Pagadian City,1st legislative (Congressional),Province of Zamboanga Del Sur ,City of Pagadian,Barangay Sta. Lucia,7.823476,123.437409, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,50,50,100
Region XI,466060,"New Ilang Achievers Academy, Inc.",Davao City,2ND DISTRICT,DAVAO DEL SUR,CITY OF DAVAO,ILANG,7.18353,125.65089,35,25,25,21,27,10,16,51,45,44,35,70,26,430
Region IV-A (CALABARZON),424074,The First Uniting Christian School,General Trias City,6TH,CAVITE,CITY OF GENERAL TRIAS,PASONG CAMACHILE 2,14.35454,120.91958,64,53,53,39,51,58,42, -   , -   , -   , -   , -   , -   ,360
Region IV-A (CALABARZON),424634,"Holy Redeemer School of San Isidro, Laguna",Cabuyao City,CABUYAO District,Province of Laguna,City of Cabuyao,Barangay mamatid,14.24012,121.148788,30,22,27,22,13,24,16,25,28,24,35,45,27,338
Region XI,464031,"Legacy College of Compostela, Inc.",Davao De Oro,Congress of the Philippines ,DAVAO DE ORO ,Compostela ,Poblacion ,7.6635,126.0867, -   ,82,10,16,9,12,17,82,57,56,51,204,185,781
Region IV-A (CALABARZON),410028,Abelard Integrated School Corp.,Rizal,IV,Rizal,RODRIGUEZ,SAN ISIDRO,14.74108,121.15484,7,4,4, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,15
Region IX,404897,Dipolog City SDA Elementary School,Dipolog City,1st,Province of Zamboanga del Norte,City of Dipolog,Miputak,8.583059165,123.3440982,25,70,35,70,70,35,35, -   , -   , -   , -   , -   , -   ,340
Region V,410273,"Genesis Colleges, Inc.",Camarines Sur,Third District,Province of Camarines Sur ,Municipality of Ocampo,Barangay San Francisco,13.55951,123.38189, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,73,158,231
Region V,406434,"Cataingan Polytechnic Institute, Inc.",Masbate,3rd ,Province of Masbate,City of Masbate ,Cataingan ,12.0033,123.99167, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3,3,6
Region V,403870,Montessori Children's House of Learning,Naga City,3rd District,Province of Camarines Sur,City of Naga,Barangay Dayangdang,13.63773,123.19526,40,60,60,40,80,60,40, -   , -   , -   , -   , -   , -   ,380
Region IV-B (MIMAROPA),410574,Heavenly Hope Christian Academy,Palawan,2nd District,Province of Palawan,Municipality of Narra,Barangay Princess Urduja ,9.253516,118.32474,10,10,10,10,10,10,10,10,10,10,10, -   , -   ,110
Region VII,404310,Good News Christian Learning Center,Cebu,3rd District,Province of Cebu,Municipality of Barili,Barangay Campangga,22.8892,126.33179,20,10,10,10,10,10,10, -   , -   , -   , -   , -   , -   ,80
Region IX,459010,Metanoia Learning Center,Zamboanga City,Tetuan District,Zamboanga del Sur,Zamboanga City,Tetuan,6.9167001,122.0875125,20,6,12,8,12,8,4, -   , -   , -   , -   , -   , -   ,70
Region IX,404921,Saint Columban College,Pagadian City,Sto. Niño,Zamboanga del Sur,Pagadian City,Sto. Niño,14.57929,121.06494, -   , -   , -   , -   , -   , -   , -   ,220,200,190,200, -   , -   ,810
Region III,401164,Pampanga Colleges,Pampanga,4th district,Province of Pampanga,Municipaity of Macabebe,Barangay Sta. Rita,14.90693,120.71628,15,15,20,20,35,35,35,90,80,80,90,250,300,1065
Region IV-A (CALABARZON),426512,"Maranatha Christian Academy of Caridad, Cavite, Inc.",Cavite City,Cavite City,Cavite,City of Cavite,Brgy.47 -A,14.484219,120.897307,5,10,5,5,6,2,2, -   , -   , -   , -   , -   , -   ,35
Region XI,465016,"Living Word Christian School of Hagonoy Davao Del Sur, Inc.",Davao del Sur,Hagonoy 1 District,Province of Davao del Sur,Municipality of Hagonoy,Barangay Hagonoy Crossing,641,1251837,7,1,5,9,6,1,4, -   , -   , -   , -   , -   , -   ,33
Region XI,405349,"Davao Winchester Colleges, Inc.",Davao del Norte,District 2,Davao del Norte,Santo Tomas,Tibal-og,7.536406831,125.6237688,20,30,30,30,30,30,30,70,35,35,35,120,120,615
Region XI,405406,Agro Industrial Foundation College of the Phil.,Davao Occidental,Lone District,Province of Davao Occidental,Municipality of Sta.Maria,Barangay Poblacion,14.57929,121.06494, -   , -   , -   , -   , -   , -   , -   ,35,35,29,27,31,46,203
Region IV-A (CALABARZON),428577,"Gazetteer Integrated School of Calamba, Inc.",Calamba City,Lone,laguna,calamba,Bañadero,14.2241946,121.1708683,34,20,20,15,14,16,12, -   , -   , -   , -   , -   , -   ,131
Region IX,405464,International College of Philsouth,Pagadian City,District I,Zamboanga del sur,Pagadian city,Tuburan,7.8312,123.44838, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,150,150,300
Region XI,410674,"Governor Generoso Agricultural Vocational Institute of Technology (GGAVIT), Inc.",Davao Oriental,Governor Generoso North District,Province of Davao Oriental,Municipality of Governor Generoso,Poblacion,6.64364,126.0733, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,50,50,100
Region IV-B (MIMAROPA),430510,Blessed Meadows Christian School of Palawan Inc.,Palawan,2nd District,Province of Palawan,Municipality of Narra,Barangay Bato-Bato,9.18505,118.259288,10,6,9,5,5,9,10, -   , -   , -   , -   , -   , -   ,54
Region VII,448501,"Green Garden Christian School of Cebu, Inc.",Lapu-Lapu City,District 6,Cebu,City of Lapulapu ,Gun ob,1457929,12106494,45,30,30,35,35,35,35,35,35,35,35, -   , -   ,385
Region IV-B (MIMAROPA),430009,CLJC Center for Excellence and Development Academy Foundation (EXCEL) Inc.,Oriental Mindoro,2nd Congressional District,Province of Oriental Mindoro,City of Gloria,Barangay Maligaya,12.968672,121.473406,12,8,9,7,6,4,4, -   , -   , -   , -   , -   , -   ,50
Region XI,466524,"Prime Innovations School of South Davao, Inc.",Digos City,1,Province of Davao del Sur,City of Digos,Barangay Tiguman,6.75084,125.33474,25,25,25,25,25,25,25,40,40,40,40,40,40,415
Region XI,464516,"Saint Jude Academy of Mindanao, Inc.",Davao del Norte,District 1,Province of Davao del Norte,Municpality of Kapalong,Barangay of Maniki,7.58916,125.70735,19,18,18,26,20,20,20,111,70,49,72,103,70,616
Region IV-A (CALABARZON),410938,GABRIEL SCHOOL MONTESSORI INC.,Imus City,Imus 3rd District,Province of Cavite,City of Imus,Alapan 2-A,14.412496,120.89492,39,33,31,15,10,13,7, -   , -   , -   , -   , -   , -   ,148
Region IV-A (CALABARZON),403332,Hope of Glory Christian School of Calamba,Calamba City,Lone district of calamba,Province of laguna,City of calamba,Barangay San cristobal,14.2255069,121.1425713,12,13,20,8,7,9,13, -   ,1,2,5, -   , -   ,90
Region XI,466033,Christian Colleges of Southeast Asia,Davao City,1st District,Province of Davao del Sur,City of Davao,Barangay Ma-a,7.100874438,125.5822617,25,35,35,35,40,40,40,80,80,80,80,120,120,810
Region XI,405361,"Maryknoll School of Sto. Tomas, Inc.",Davao del Norte,2ND DISTRICT,DAVAO DEL NORTE,STO. TOMAS,TIBAL-OG,7.5322,125.62121,20,34,33,25,24,23,30,38,44,47,63,94,89,564
Region VII,446513,Icthus Christian Academy Inc.,Bohol,Congressional District 2,Province of Bohol,Municipality of Ubay,Barangay Poblacion,10.05689,124.4744526,30,20,20,20,20,20,20,20,20,20,20,20,20,270
Region XI,405466,"Ma-a Christian Learning Center, Inc.",Davao City,Talomo District ,Province of Davao Del Sur,City of Davao ,Barangay Ma-a ,7.07923,125.58323,21,16,17,15,13,21,16, -   , -   , -   , -   , -   , -   ,119
Region VII,447136,Noble Minds Christian Academy Inc.,Cebu,6th District,Cebu,Municipality of Cordova,Barangay San Miguel,10.2635859,123.9477659,45,50,38,38,40,35,20,20,30,15,15, -   , -   ,346
Region XI,409988,Lyceum of the Philippines - Davao,Davao City,Buhangin District,Province of Davao Del Sur,City of Davao,Barangay Sasa,7.14048,125.64708, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,280,280,560
Region XI,466016,"San Lorenzo College of Davao, Inc.",Davao City,First District,Davao del Sur,Davao City,Talomo Proper,14.57929,121.06494,3,1,2, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,8
Region IX,456521,Aim High Colleges Incorporated,Zamboanga Sibugay,2ND DISTRICT,PROVINCE OF ZAMBOANGA SIBUGAY,MUNICIPALITY OF IPIL,BARANGAY BULUAN,14.57929,121.06494, -   ,14,15,5,3,5,2, -   , -   ,2,1,319,298,664
Region VII,407995,"Bohol College of Science and Technology, Inc. - Main Campus",Bohol,2nd District,Province of Bohol,Municipality of Sagbayan ,Barangay Sagbayan Sur,9.903481,124.09399, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,43,99,142
Region IV-B (MIMAROPA),403501,Montemar Adventist Elementary School,Palawan,Taytay III,Palawan,Taytay,Banbanan,1457929,12106494,12,8,13,13,12,7,4, -   , -   , -   , -   , -   , -   ,69
Region VII,447020,"Ocaña Learning Center, Inc.",Carcar City,First,Province of Cebu,City of Carcar,Barangay Ocaña,10.07,123.62,25,25,25,25,25,25,25, -   , -   , -   , -   , -   , -   ,175
Region IV-A (CALABARZON),402112,"Cachapero Academe, Inc.",Imus City,Third District,Province of Cavite,City of Imus,Carsadang Bago 2,14.42925,120.9190397,20,25,50,50,60,50,50,75,75,75,75,120,120,845
Region VII,491512,Ancillae Trinitatis Learning Center,Bohol,Cortes District,Province of Bohol,Municipality of Cortes,Salvador Cortes Bohol,9.7175,123.87698,20,20,20,20,15,20,20, -   , -   , -   , -   , -   , -   ,135
Region IV-A (CALABARZON),401552,Medalya Milagrosa Catholic School inc.,Batangas,3rd District,Batangas,Agoncillo,Subic Ibaba,14.57929,121.06494, -   , -   , -   , -   , -   , -   , -   ,30,32,11, -   , -   , -   ,73
Region IX,402396,Eastern Mindanao College of Technology,Pagadian City,District 1,Province of Zamboanga del Sur,City of Pagadian,Barangay San Jose,7.830281383,123.4336881, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,330,400,730
Region XI,464532,"Philippine Baptist Christian College of Mindanao, Inc. - Tubod, Carmen Branch",Davao del Norte,3rd District,Province of Davao del Norte,Municipality of Carmen,Barangay Tubod,7.365589,125.628349,8, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,8
Region IX,410941,"Adventist Elementary School - Olutalma District, Inc.",Zamboanga Sibugay,Olutanga District,Province of Zamboanga Sibugay,Municipality of Olutanga,Barangay Solar,7.31,122.8448,9,9,9,15,16,6,4, -   , -   , -   , -   , -   , -   ,68
Region XI,405481,"Rogationist Academy-Davao, Inc.",Davao City,DISRICT 111,DAVAO DEL SUR,TORIL,BARACATAN,6.96845,125.45014, -   , -   , -   , -   , -   , -   , -   ,60,46,35,30,34,28,233
Region VII,404260,"SANTA MONICA INSTITUTE, INC.",Bohol,3rd District,Province of Bohol,Municipality of Mabini,Barangay Poblacion 1,9.86286,124.52143, -   , -   , -   , -   , -   , -   , -   ,60,54,47,69,79,88,397
Region IX,408432,ZAMBOANGA DEL SUR EDUCATIONAL CENTER INC.,Pagadian City,First District,Zamboanga del Sur,Pagadian City,Barangay Bomba,7.7993946,123.4246822,25,15,15,15,15,15,15,15,15,15,15, -   , -   ,175
Region III,401196,St. Augustine Institute of Pampanga,Pampanga,Fourth District,Province of Pampanga,San Simon,San Agustin,14.97954,120.753144,13,24,17,24,8,13,17,32,18,25,25,80,85,381
Region III,419535,"Children of Fatima School of Sto. Tomas, Inc.",Pampanga,Fourth District,Province of Pampanga,Municipality of Santo Tomas,Barangay San Matias,15.00795,120.71179,55,30,32,30,27,30,25,55,35,38,31,55,35,478
Region V,407401,"Mariners Polytechnic Colleges Foundation of Legazpi City (Albay), Inc.",Legaspi City,2nd ,Albay,Legazpi,Brgy. 43 Rawis,13.1697,123.7515, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,80,80,160
Region VII,404233,"Holy Infant Academy of Anda, Inc.",Bohol,ANDA DISTRICT,"""PROVINCE OF BOHOL""","""MUNICIPALITY OF ANDA""","""BARANGAY POBLACION""",9.743105617,124.5751675,13,8,7,14,15,13,7,70,73,43,62,57,46,428
Region VII,447060,Saint Pedro Calungsod Learning Center,Cebu,V,Province of Cebu,Municipality of Carmen ,Barangay Poblacion,14.57929,121.06494,26, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,26
Region IV-A (CALABARZON),401589,"Ibaan Saint James Academy, Inc.",Batangas,IV,Batangas,Ibaan,Poblacion,13.8193,121.13245,33,43,53,47,55,66,52,152,138,115,113,154,153,1174
Region V,406435,"Masbate Polytechnic and Development College, Inc.",Masbate,II,PROVINCE OF MASBATE,MUNICIPALITY OF BALENO,BARANGAY POBLACION,12.473459,123.498481, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,35,35,70
Region IV-A (CALABARZON),402092,"St. Alloysius Gonzaga Integrated School of Cavite, Inc.",General Trias City,6,Province of Cavite,City of General Trias,Barangay San Francisco,14.31611,120.91301,30,30,30,30,30,30,30,30,30,30,30,30,30,390
Region V,436511,"American School of English, Math and Science, Inc. (ASEMS)",Naga City,Lone District,Province of Bicol,City of Naga,Barangay Pacol,13.65870158,123.2509882,17,26,12,16,14,13,19,19,15,12,7,9,6,185
Region IV-A (CALABARZON),424475,"ICBC Christian Academy, Inc.",Imus City,Third District,Province of Cavite,City of Imus,Barangay Tanzang Luma II,14.42015,120.94202,25,25,25,25,25,25,25,25,25,25,25, -   , -   ,275
Region V,403845,"Forbes Academy, Inc.",Legaspi City,2nd District,Province of Albay,City of Legazpi,Barangay 33,13.15433,123.7437995,14,9,11,12,13,9,5,11,19,15,21,2,9,150
Region VII,409401,"Mother Leopoldina Social Center, Inc. Bohol Branch",Bohol,1st District,Province of Bohol,Municipality of Calape,Barangay Magtongtong ,9.906727,123.819743,15, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,15
Region IV-A (CALABARZON),424590,WHIZ KIDS MONTESSORI SCHOOLHOUSE INC.,Cabuyao City,2nd District of Laguna,Province of Laguna,City of Cabuyao,Barangay Banlic,14.234,121.13497,50,25,25,25,50,50,50,30,30,30,30, -   , -   ,395
Region IV-B (MIMAROPA),407963,Southern Palawan Christian Academy of the Philippines Inc.,Palawan,South Brooke's Point,Province of Palawan,Brooke's Point,Barangay District 2,8.778116,117.835083,60,50,50,50,50,30,30,30,30,30,30,30, -   ,470
Region IV-A (CALABARZON),424555,The Learning Place,Laguna,Sta. Cruz,Province of Laguna,Municipality of Los Baños,Barangay Batong Malake,18.8841034,122.3253469,20,20,20,20,20,20,20,20,20,20,20,20,20,260
Region IV-B (MIMAROPA),403440,Oriental Mindoro Institute,Oriental Mindoro,II District ,Province of Oriental Mindoro,Municipality of Gloria ,Barangay Lucio Laurel ,12.917982,121.467128, -   , -   , -   , -   , -   , -   , -   ,68,49,55,26,26,30,254
Region VII,408610,"Rock Hill School of Leadership, Inc.",Cebu,5th District,Province of Cebu,Municipality of Liloan,Barangay Catarman,10.382143,124.005958,30,30,30,30,30,30,30,30,30,30,30, -   , -   ,330
Region V,403774,Dominic Elementary School,Masbate City,Congress of the Philippines,Province of Masbate,City of Mabate,Barangay Nursery,12.3663988,123.6308757,31,12,13,18,16,19,4, -   , -   , -   , -   , -   , -   ,113
